conversation_id,persona_id,persona_name,persona_group,persona_volatility,num_turns,avg_drift,total_distance,drift_variance
food_77_10,7,Impulsive Reactor,reactive,high,10,0.49212095,4.4290886,0.011347107
food_77_10,8,Optimistic Interpreter,positive,medium,10,0.9221528,8.299376,0.092651404
food_77_10,9,Gratitude Focused,positive,medium,10,0.49066973,4.4160275,0.012474636
food_77_10,10,Hope Oriented,positive,medium,10,0.8437297,7.593567,0.06599334
food_77_10,11,Reward Seeker,positive,medium,10,0.16313632,1.4682269,0.0036741449
food_77_10,12,Negative Anticipator,negative,medium,10,0.6635467,5.97192,0.030716538
food_77_10,13,Critical Evaluator,negative,medium,10,0.38624293,3.4761863,0.00970658
food_77_10,14,Self Demanding,negative,medium,10,0.2865447,2.5789025,0.008739226
food_77_10,15,Threat Aware,negative,medium,10,0.5887031,5.298328,0.019310083
food_77_10,16,Emotionally Balanced,balanced,medium,10,0.02456259,0.2210633,0.00011004509
food_77_10,17,Empathy Driven,balanced,medium,10,0.4783623,4.3052607,0.008261377
food_77_10,18,Socially Sensitive,balanced,medium,10,0.32954156,2.9658742,0.015657878
food_77_10,19,Cautious Processor,balanced,medium,10,0.010003316,0.09002984,1.4174093e-05
food_8_8,0,Stoic Regulator,suppressive,low,8,0.10233899,0.71637297,0.00042570315
food_8_8,1,Calm Reflective,suppressive,low,8,0.2343672,1.6405704,0.0031096563
food_8_8,2,Detached Observer,suppressive,low,8,0.081937015,0.5735591,0.00073430035
food_8_8,3,Rational Analyzer,suppressive,low,8,0.10450836,0.73155856,0.0003633822
food_8_8,4,Emotionally Volatile,reactive,high,8,0.55790645,3.905345,0.014934664
food_8_8,5,Highly Sensitive,reactive,high,8,0.5570959,3.899671,0.0086233
food_8_8,6,Easily Overwhelmed,reactive,high,8,0.3799773,2.659841,0.026088635
food_8_8,7,Impulsive Reactor,reactive,high,8,0.5324593,3.727215,0.006652235
food_8_8,8,Optimistic Interpreter,positive,medium,8,1.0191381,7.1339664,0.063903965
food_8_8,9,Gratitude Focused,positive,medium,8,0.5286371,3.70046,0.00653252
food_8_8,10,Hope Oriented,positive,medium,8,0.9240369,6.4682584,0.043067217
food_8_8,11,Reward Seeker,positive,medium,8,0.17631228,1.2341859,0.0017280134
food_8_8,12,Negative Anticipator,negative,medium,8,0.7211239,5.0478673,0.018190252
food_8_8,13,Critical Evaluator,negative,medium,8,0.41772583,2.9240808,0.005104906
food_8_8,14,Self Demanding,negative,medium,8,0.31395635,2.1976945,0.0050906874
food_8_8,15,Threat Aware,negative,medium,8,0.6350826,4.445578,0.010430606
food_8_8,16,Emotionally Balanced,balanced,medium,8,0.026333407,0.18433385,0.00016653002
food_8_8,17,Empathy Driven,balanced,medium,8,0.5027883,3.5195181,0.002648566
food_8_8,18,Socially Sensitive,balanced,medium,8,0.3615535,2.5308745,0.009396223
food_8_8,19,Cautious Processor,balanced,medium,8,0.01215818,0.08510726,1.998234e-05
food_96_8,0,Stoic Regulator,suppressive,low,8,0.102040075,0.71428055,0.0004623877
food_96_8,1,Calm Reflective,suppressive,low,8,0.24078092,1.6854664,0.0032247563
food_96_8,2,Detached Observer,suppressive,low,8,0.08720983,0.6104688,0.0011916558
food_96_8,3,Rational Analyzer,suppressive,low,8,0.11195194,0.7836636,0.0007223358
food_96_8,4,Emotionally Volatile,reactive,high,8,0.5697836,3.9884853,0.016100882
food_96_8,5,Highly Sensitive,reactive,high,8,0.5702737,3.9919157,0.007245635
food_96_8,6,Easily Overwhelmed,reactive,high,8,0.39492765,2.7644935,0.030521125
food_96_8,7,Impulsive Reactor,reactive,high,8,0.5408372,3.7858605,0.006257418
food_96_8,8,Optimistic Interpreter,positive,medium,8,1.0354326,7.248028,0.074533805
food_96_8,9,Gratitude Focused,positive,medium,8,0.53664035,3.7564826,0.007763255
food_96_8,10,Hope Oriented,positive,medium,8,0.94293225,6.600526,0.05132571
food_96_8,11,Reward Seeker,positive,medium,8,0.18254022,1.2777816,0.0024550876
food_96_8,12,Negative Anticipator,negative,medium,8,0.7326705,5.1286936,0.021654503
food_96_8,13,Critical Evaluator,negative,medium,8,0.4239307,2.967515,0.006010673
food_96_8,14,Self Demanding,negative,medium,8,0.3183991,2.2287936,0.0058824685
food_96_8,15,Threat Aware,negative,medium,8,0.64609754,4.5226827,0.012401057
food_96_8,16,Emotionally Balanced,balanced,medium,8,0.031006599,0.21704619,0.00010101682
food_96_8,17,Empathy Driven,balanced,medium,8,0.5157281,3.6100967,0.0037750911
food_96_8,18,Socially Sensitive,balanced,medium,8,0.374445,2.621115,0.010447202
food_96_8,19,Cautious Processor,balanced,medium,8,0.014052327,0.09836629,2.2927896e-05
food_98_10,0,Stoic Regulator,suppressive,low,10,0.09397641,0.84578764,0.0005677435
food_98_10,1,Calm Reflective,suppressive,low,10,0.21399605,1.9259645,0.0047254786
food_98_10,2,Detached Observer,suppressive,low,10,0.07591888,0.6832699,0.001214517
food_98_10,3,Rational Analyzer,suppressive,low,10,0.09919325,0.8927393,0.001009747
food_98_10,4,Emotionally Volatile,reactive,high,10,0.506099,4.5548906,0.025149353
food_98_10,5,Highly Sensitive,reactive,high,10,0.5279275,4.7513475,0.009941422
food_98_10,6,Easily Overwhelmed,reactive,high,10,0.34431544,3.098839,0.03176692
food_98_10,7,Impulsive Reactor,reactive,high,10,0.49328858,4.439597,0.011654819
food_98_10,8,Optimistic Interpreter,positive,medium,10,0.928724,8.358516,0.09585871
food_98_10,9,Gratitude Focused,positive,medium,10,0.49228457,4.430561,0.012651243
food_98_10,10,Hope Oriented,positive,medium,10,0.85076034,7.656843,0.06863633
food_98_10,11,Reward Seeker,positive,medium,10,0.16311541,1.4680387,0.0033022289
food_98_10,12,Negative Anticipator,negative,medium,10,0.66664135,5.999772,0.03190827
food_98_10,13,Critical Evaluator,negative,medium,10,0.38724452,3.4852006,0.009380094
food_98_10,14,Self Demanding,negative,medium,10,0.28714454,2.584301,0.008247655
food_98_10,15,Threat Aware,negative,medium,10,0.59171724,5.325455,0.019949859
food_98_10,16,Emotionally Balanced,balanced,medium,10,0.03089559,0.27806032,6.1721716e-05
food_98_10,17,Empathy Driven,balanced,medium,10,0.47879255,4.309133,0.006330622
food_98_10,18,Socially Sensitive,balanced,medium,10,0.33066934,2.9760242,0.014117043
food_98_10,19,Cautious Processor,balanced,medium,10,0.013991441,0.12592296,1.9829064e-05
gaming_19_8,0,Stoic Regulator,suppressive,low,8,0.107144125,0.7500089,0.000609497
gaming_19_8,1,Calm Reflective,suppressive,low,8,0.24777822,1.7344476,0.00450143
gaming_19_8,2,Detached Observer,suppressive,low,8,0.08333363,0.5833354,0.0007946716
gaming_19_8,3,Rational Analyzer,suppressive,low,8,0.105821505,0.74075055,0.00037052506
gaming_19_8,4,Emotionally Volatile,reactive,high,8,0.5725321,4.007725,0.016661363
gaming_19_8,5,Highly Sensitive,reactive,high,8,0.5688122,3.9816852,0.005946148
gaming_19_8,6,Easily Overwhelmed,reactive,high,8,0.40137324,2.8096128,0.033704158
gaming_19_8,7,Impulsive Reactor,reactive,high,8,0.54239815,3.7967873,0.0045432644
gaming_19_8,8,Optimistic Interpreter,positive,medium,8,1.0397335,7.2781343,0.07841111
gaming_19_8,9,Gratitude Focused,positive,medium,8,0.5294232,3.7059624,0.0071506766
gaming_19_8,10,Hope Oriented,positive,medium,8,0.9449211,6.6144476,0.054541785
gaming_19_8,11,Reward Seeker,positive,medium,8,0.17552474,1.2286732,0.0018288925
gaming_19_8,12,Negative Anticipator,negative,medium,8,0.7276322,5.0934258,0.02092068
gaming_19_8,13,Critical Evaluator,negative,medium,8,0.41724655,2.9207258,0.005530585
gaming_19_8,14,Self Demanding,negative,medium,8,0.31210127,2.1847088,0.005338009
gaming_19_8,15,Threat Aware,negative,medium,8,0.6390731,4.4735117,0.01159764
gaming_19_8,16,Emotionally Balanced,balanced,medium,8,0.026003474,0.18202431,0.0001020544
gaming_19_8,17,Empathy Driven,balanced,medium,8,0.511889,3.5832229,0.003426528
gaming_19_8,18,Socially Sensitive,balanced,medium,8,0.38239923,2.6767945,0.012971646
gaming_19_8,19,Cautious Processor,balanced,medium,8,0.010931877,0.07652314,2.9775143e-05
gaming_1_8,0,Stoic Regulator,suppressive,low,10,0.09067308,0.81605774,0.0005417614
gaming_1_8,1,Calm Reflective,suppressive,low,10,0.21126123,1.9013511,0.00464528
gaming_1_8,2,Detached Observer,suppressive,low,10,0.07782154,0.70039386,0.0016017356
gaming_1_8,3,Rational Analyzer,suppressive,low,10,0.10060533,0.90544796,0.0012879692
gaming_1_8,4,Emotionally Volatile,reactive,high,10,0.5042412,4.538171,0.026627798
gaming_1_8,5,Highly Sensitive,reactive,high,10,0.5247042,4.7223377,0.010640088
gaming_1_8,6,Easily Overwhelmed,reactive,high,10,0.3407633,3.0668697,0.032955963
gaming_1_8,7,Impulsive Reactor,reactive,high,10,0.48974174,4.4076757,0.01188442
gaming_1_8,8,Optimistic Interpreter,positive,medium,10,0.9231486,8.308337,0.08900483
gaming_1_8,9,Gratitude Focused,positive,medium,10,0.48826134,4.394352,0.011273969
gaming_1_8,10,Hope Oriented,positive,medium,10,0.8437024,7.5933213,0.06193081
gaming_1_8,11,Reward Seeker,positive,medium,10,0.16346768,1.471209,0.0036578497
gaming_1_8,12,Negative Anticipator,negative,medium,10,0.66201687,5.958152,0.028888503
gaming_1_8,13,Critical Evaluator,negative,medium,10,0.38435373,3.4591835,0.008789262
gaming_1_8,14,Self Demanding,negative,medium,10,0.28571975,2.5714777,0.008138044
gaming_1_8,15,Threat Aware,negative,medium,10,0.58666605,5.2799945,0.01810067
gaming_1_8,16,Emotionally Balanced,balanced,medium,10,0.031206008,0.28085408,8.8379566e-05
gaming_1_8,17,Empathy Driven,balanced,medium,10,0.47767925,4.2991133,0.0068369154
gaming_1_8,18,Socially Sensitive,balanced,medium,10,0.32696533,2.942688,0.014759483
gaming_1_8,19,Cautious Processor,balanced,medium,10,0.015480976,0.13932878,5.423981e-05
gaming_23_8,0,Stoic Regulator,suppressive,low,8,0.105870984,0.7410969,0.0005592444
gaming_23_8,1,Calm Reflective,suppressive,low,8,0.24531706,1.7172194,0.0039481274
gaming_23_8,2,Detached Observer,suppressive,low,8,0.08400338,0.58802366,0.0010913204
gaming_23_8,3,Rational Analyzer,suppressive,low,8,0.10630221,0.7441155,0.00048823102
gaming_23_8,4,Emotionally Volatile,reactive,high,8,0.56960654,3.9872458,0.016783647
gaming_23_8,5,Highly Sensitive,reactive,high,8,0.5679448,3.9756138,0.0070568738
gaming_23_8,6,Easily Overwhelmed,reactive,high,8,0.39604658,2.772326,0.032553352
gaming_23_8,7,Impulsive Reactor,reactive,high,8,0.5408911,3.7862377,0.0058802417
gaming_23_8,8,Optimistic Interpreter,positive,medium,8,1.0395217,7.276652,0.07388171
gaming_23_8,9,Gratitude Focused,positive,medium,8,0.53116214,3.7181349,0.006153199
gaming_23_8,10,Hope Oriented,positive,medium,8,0.94571877,6.6200314,0.050320107
gaming_23_8,11,Reward Seeker,positive,medium,8,0.17542097,1.2279468,0.0017359753
gaming_23_8,12,Negative Anticipator,negative,medium,8,0.7305023,5.1135163,0.019514348
gaming_23_8,13,Critical Evaluator,negative,medium,8,0.41788933,2.9252253,0.004812993
gaming_23_8,14,Self Demanding,negative,medium,8,0.312114,2.184798,0.0047889585
gaming_23_8,15,Threat Aware,negative,medium,8,0.6420111,4.4940777,0.010514512
gaming_23_8,16,Emotionally Balanced,balanced,medium,8,0.02878602,0.20150214,0.00019388543
gaming_23_8,17,Empathy Driven,balanced,medium,8,0.5139183,3.597428,0.004005413
gaming_23_8,18,Socially Sensitive,balanced,medium,8,0.37785602,2.644992,0.012111456
gaming_23_8,19,Cautious Processor,balanced,medium,8,0.0123057505,0.08614025,2.5104275e-05
gaming_23_9,0,Stoic Regulator,suppressive,low,10,0.09419291,0.8477362,0.0006804146
gaming_23_9,1,Calm Reflective,suppressive,low,10,0.2116636,1.9049724,0.004594516
gaming_23_9,2,Detached Observer,suppressive,low,10,0.0733831,0.6604479,0.0011557387
gaming_23_9,3,Rational Analyzer,suppressive,low,10,0.09596943,0.8637249,0.0008540406
gaming_23_9,4,Emotionally Volatile,reactive,high,10,0.5045291,4.540762,0.027071016
gaming_23_9,5,Highly Sensitive,reactive,high,10,0.53128326,4.7815495,0.0111947125
gaming_23_9,6,Easily Overwhelmed,reactive,high,10,0.33723292,3.0350962,0.031440612
gaming_23_9,7,Impulsive Reactor,reactive,high,10,0.49398196,4.4458375,0.0126603525
gaming_23_9,8,Optimistic Interpreter,positive,medium,10,0.9292167,8.36295,0.096364625
gaming_23_9,9,Gratitude Focused,positive,medium,10,0.48903698,4.401333,0.012491809
gaming_23_9,10,Hope Oriented,positive,medium,10,0.854879,7.693911,0.073203176
gaming_23_9,11,Reward Seeker,positive,medium,10,0.15987079,1.438837,0.002900222
gaming_23_9,12,Negative Anticipator,negative,medium,10,0.6671643,6.004479,0.032964483
gaming_23_9,13,Critical Evaluator,negative,medium,10,0.38334125,3.4500713,0.008901453
gaming_23_9,14,Self Demanding,negative,medium,10,0.28340572,2.5506516,0.007752824
gaming_23_9,15,Threat Aware,negative,medium,10,0.5900977,5.3108797,0.020266874
gaming_23_9,16,Emotionally Balanced,balanced,medium,10,0.031677578,0.2850982,0.00011551771
gaming_23_9,17,Empathy Driven,balanced,medium,10,0.49359295,4.4423366,0.012757068
gaming_23_9,18,Socially Sensitive,balanced,medium,10,0.3251145,2.9260304,0.01388314
gaming_23_9,19,Cautious Processor,balanced,medium,10,0.0144157875,0.12974209,1.6406224e-05
gaming_28_9,0,Stoic Regulator,suppressive,low,9,0.09875907,0.79007256,0.00053500256
gaming_28_9,1,Calm Reflective,suppressive,low,9,0.22768736,1.8214989,0.0045469664
gaming_28_9,2,Detached Observer,suppressive,low,9,0.08091988,0.647359,0.0010326246
gaming_28_9,3,Rational Analyzer,suppressive,low,9,0.10484402,0.83875215,0.00069727574
gaming_28_9,4,Emotionally Volatile,reactive,high,9,0.5362184,4.289747,0.02109362
gaming_28_9,5,Highly Sensitive,reactive,high,9,0.54768205,4.3814564,0.0075524217
gaming_28_9,6,Easily Overwhelmed,reactive,high,9,0.36708975,2.936718,0.03192462
gaming_28_9,7,Impulsive Reactor,reactive,high,9,0.51583457,4.1266766,0.00813497
gaming_28_9,8,Optimistic Interpreter,positive,medium,9,0.97777057,7.8221645,0.08076602
gaming_28_9,9,Gratitude Focused,positive,medium,9,0.51104075,4.088326,0.009308114
gaming_28_9,10,Hope Oriented,positive,medium,9,0.89173067,7.1338453,0.05534743
gaming_28_9,11,Reward Seeker,positive,medium,9,0.17132036,1.3705629,0.0024846164
gaming_28_9,12,Negative Anticipator,negative,medium,9,0.69581836,5.566547,0.024537362
gaming_28_9,13,Critical Evaluator,negative,medium,9,0.4027799,3.2222393,0.0072733485
gaming_28_9,14,Self Demanding,negative,medium,9,0.30070862,2.405669,0.0066719353
gaming_28_9,15,Threat Aware,negative,medium,9,0.6149969,4.9199753,0.014573606
gaming_28_9,16,Emotionally Balanced,balanced,medium,9,0.025469817,0.20375854,0.00012506422
gaming_28_9,17,Empathy Driven,balanced,medium,9,0.4931684,3.9453473,0.005491161
gaming_28_9,18,Socially Sensitive,balanced,medium,9,0.351795,2.81436,0.013240212
gaming_28_9,19,Cautious Processor,balanced,medium,9,0.010480812,0.083846495,9.613741e-06
gaming_33_10,0,Stoic Regulator,suppressive,low,10,0.09432936,0.8489642,0.00064444763
gaming_33_10,1,Calm Reflective,suppressive,low,10,0.21144505,1.9030055,0.004405508
gaming_33_10,2,Detached Observer,suppressive,low,10,0.07333723,0.660035,0.0013553491
gaming_33_10,3,Rational Analyzer,suppressive,low,10,0.095694095,0.8612468,0.0010182303
gaming_33_10,4,Emotionally Volatile,reactive,high,10,0.5037161,4.533445,0.026608448
gaming_33_10,5,Highly Sensitive,reactive,high,10,0.52958125,4.766231,0.011800545
gaming_33_10,6,Easily Overwhelmed,reactive,high,10,0.33687514,3.0318763,0.030057153
gaming_33_10,7,Impulsive Reactor,reactive,high,10,0.49249637,4.4324675,0.01234191
gaming_33_10,8,Optimistic Interpreter,positive,medium,10,0.93278694,8.395082,0.09099562
gaming_33_10,9,Gratitude Focused,positive,medium,10,0.49362406,4.4426165,0.012819245
gaming_33_10,10,Hope Oriented,positive,medium,10,0.86109763,7.749879,0.068793
gaming_33_10,11,Reward Seeker,positive,medium,10,0.15972006,1.4374806,0.003172275
gaming_33_10,12,Negative Anticipator,negative,medium,10,0.6729891,6.0569015,0.03269681
gaming_33_10,13,Critical Evaluator,negative,medium,10,0.38588315,3.4729483,0.009324348
gaming_33_10,14,Self Demanding,negative,medium,10,0.2845719,2.561147,0.008074856
gaming_33_10,15,Threat Aware,negative,medium,10,0.59613025,5.3651724,0.020307293
gaming_33_10,16,Emotionally Balanced,balanced,medium,10,0.033584014,0.3022561,0.00017823064
gaming_33_10,17,Empathy Driven,balanced,medium,10,0.48813725,4.393235,0.01045513
gaming_33_10,18,Socially Sensitive,balanced,medium,10,0.32491773,2.9242597,0.013460284
gaming_33_10,19,Cautious Processor,balanced,medium,10,0.016209792,0.14588813,4.3319338e-05
gaming_5_9,0,Stoic Regulator,suppressive,low,10,0.094074614,0.8466715,0.0007114267
gaming_5_9,1,Calm Reflective,suppressive,low,10,0.21491913,1.9342722,0.005357864
gaming_5_9,2,Detached Observer,suppressive,low,10,0.074348725,0.66913855,0.0013549653
gaming_5_9,3,Rational Analyzer,suppressive,low,10,0.09676704,0.8709034,0.001063053
gaming_5_9,4,Emotionally Volatile,reactive,high,10,0.50779706,4.5701737,0.02720113
gaming_5_9,5,Highly Sensitive,reactive,high,10,0.53042823,4.7738543,0.009026698
gaming_5_9,6,Easily Overwhelmed,reactive,high,10,0.34358943,3.0923047,0.03539679
gaming_5_9,7,Impulsive Reactor,reactive,high,10,0.49462,4.45158,0.011231633
gaming_5_9,8,Optimistic Interpreter,positive,medium,10,0.927407,8.346663,0.09635468
gaming_5_9,9,Gratitude Focused,positive,medium,10,0.48733848,4.3860464,0.012500044
gaming_5_9,10,Hope Oriented,positive,medium,10,0.8494578,7.64512,0.06932768
gaming_5_9,11,Reward Seeker,positive,medium,10,0.16059527,1.4453574,0.0032292167
gaming_5_9,12,Negative Anticipator,negative,medium,10,0.6638827,5.974944,0.031541776
gaming_5_9,13,Critical Evaluator,negative,medium,10,0.38241568,3.4417412,0.009327076
gaming_5_9,14,Self Demanding,negative,medium,10,0.28361547,2.552539,0.008081626
gaming_5_9,15,Threat Aware,negative,medium,10,0.587593,5.288337,0.019555511
gaming_5_9,16,Emotionally Balanced,balanced,medium,10,0.030116277,0.2710465,8.937155e-05
gaming_5_9,17,Empathy Driven,balanced,medium,10,0.4848188,4.363369,0.007794786
gaming_5_9,18,Socially Sensitive,balanced,medium,10,0.33142054,2.9827847,0.016073707
gaming_5_9,19,Cautious Processor,balanced,medium,10,0.014019749,0.12617774,9.788883e-06
gaming_62_10,0,Stoic Regulator,suppressive,low,10,0.08991911,0.809272,0.00053335127
gaming_62_10,1,Calm Reflective,suppressive,low,10,0.21039638,1.8935674,0.0047772415
gaming_62_10,2,Detached Observer,suppressive,low,10,0.078203574,0.70383215,0.0012964034
gaming_62_10,3,Rational Analyzer,suppressive,low,10,0.10136254,0.91226286,0.0009165506
gaming_62_10,4,Emotionally Volatile,reactive,high,10,0.5023846,4.5214615,0.02573369
gaming_62_10,5,Highly Sensitive,reactive,high,10,0.52232623,4.7009363,0.010048997
gaming_62_10,6,Easily Overwhelmed,reactive,high,10,0.33972678,3.057541,0.032160684
gaming_62_10,7,Impulsive Reactor,reactive,high,10,0.48859918,4.3973927,0.011458844
gaming_62_10,8,Optimistic Interpreter,positive,medium,10,0.9316695,8.385025,0.0981974
gaming_62_10,9,Gratitude Focused,positive,medium,10,0.4909292,4.4183626,0.011379095
gaming_62_10,10,Hope Oriented,positive,medium,10,0.85306686,7.677602,0.06949923
gaming_62_10,11,Reward Seeker,positive,medium,10,0.16481863,1.4833677,0.003103958
gaming_62_10,12,Negative Anticipator,negative,medium,10,0.6664423,5.9979806,0.030392775
gaming_62_10,13,Critical Evaluator,negative,medium,10,0.3861875,3.4756875,0.008438226
gaming_62_10,14,Self Demanding,negative,medium,10,0.28754026,2.5878623,0.00757779
gaming_62_10,15,Threat Aware,negative,medium,10,0.590787,5.317083,0.018708698
gaming_62_10,16,Emotionally Balanced,balanced,medium,10,0.028044214,0.25239792,5.8425547e-05
gaming_62_10,17,Empathy Driven,balanced,medium,10,0.4749828,4.274845,0.007984566
gaming_62_10,18,Socially Sensitive,balanced,medium,10,0.32578295,2.9320467,0.014453415
gaming_62_10,19,Cautious Processor,balanced,medium,10,0.01236838,0.11131542,2.9133025e-05
gaming_66_10,0,Stoic Regulator,suppressive,low,10,0.094301924,0.84871733,0.00059109926
gaming_66_10,1,Calm Reflective,suppressive,low,10,0.21151607,1.9036446,0.004820811
gaming_66_10,2,Detached Observer,suppressive,low,10,0.07332332,0.65990984,0.0010293083
gaming_66_10,3,Rational Analyzer,suppressive,low,10,0.09607005,0.86463046,0.0008411191
gaming_66_10,4,Emotionally Volatile,reactive,high,10,0.5021145,4.51903,0.026451359
gaming_66_10,5,Highly Sensitive,reactive,high,10,0.52461505,4.7215357,0.0102631645
gaming_66_10,6,Easily Overwhelmed,reactive,high,10,0.33714917,3.0343425,0.029889695
gaming_66_10,7,Impulsive Reactor,reactive,high,10,0.4900489,4.41044,0.01133379
gaming_66_10,8,Optimistic Interpreter,positive,medium,10,0.9304495,8.374045,0.094442844
gaming_66_10,9,Gratitude Focused,positive,medium,10,0.48808485,4.3927636,0.011768652
gaming_66_10,10,Hope Oriented,positive,medium,10,0.8558419,7.7025766,0.070394814
gaming_66_10,11,Reward Seeker,positive,medium,10,0.15980276,1.4382249,0.002750597
gaming_66_10,12,Negative Anticipator,negative,medium,10,0.6671444,6.0042996,0.031345345
gaming_66_10,13,Critical Evaluator,negative,medium,10,0.38218838,3.4396954,0.008519747
gaming_66_10,14,Self Demanding,negative,medium,10,0.28249168,2.5424252,0.007356847
gaming_66_10,15,Threat Aware,negative,medium,10,0.5895949,5.306354,0.01881416
gaming_66_10,16,Emotionally Balanced,balanced,medium,10,0.027725695,0.24953125,0.00015455778
gaming_66_10,17,Empathy Driven,balanced,medium,10,0.48425913,4.358332,0.0141911255
gaming_66_10,18,Socially Sensitive,balanced,medium,10,0.3243773,2.9193957,0.01376899
gaming_66_10,19,Cautious Processor,balanced,medium,10,0.013230937,0.11907843,3.304041e-05
gaming_80_8,0,Stoic Regulator,suppressive,low,10,0.09530762,0.85776854,0.0007254649
gaming_80_8,1,Calm Reflective,suppressive,low,10,0.2171517,1.9543654,0.0059906277
gaming_80_8,2,Detached Observer,suppressive,low,10,0.07427565,0.6684809,0.0010841339
gaming_80_8,3,Rational Analyzer,suppressive,low,10,0.09549424,0.85944813,0.00073487975
gaming_80_8,4,Emotionally Volatile,reactive,high,10,0.5051282,4.546154,0.026706344
gaming_80_8,5,Highly Sensitive,reactive,high,10,0.52415717,4.7174144,0.009333445
gaming_80_8,6,Easily Overwhelmed,reactive,high,10,0.34410074,3.0969067,0.03577487
gaming_80_8,7,Impulsive Reactor,reactive,high,10,0.49205387,4.428485,0.011231359
gaming_80_8,8,Optimistic Interpreter,positive,medium,10,0.9303966,8.3735695,0.096482724
gaming_80_8,9,Gratitude Focused,positive,medium,10,0.4868797,4.3819175,0.011373352
gaming_80_8,10,Hope Oriented,positive,medium,10,0.8505465,7.654918,0.06761554
gaming_80_8,11,Reward Seeker,positive,medium,10,0.15787639,1.4208875,0.0026984802
gaming_80_8,12,Negative Anticipator,negative,medium,10,0.66339356,5.970542,0.030037232
gaming_80_8,13,Critical Evaluator,negative,medium,10,0.38162962,3.4346666,0.0084875235
gaming_80_8,14,Self Demanding,negative,medium,10,0.28188735,2.536986,0.007438225
gaming_80_8,15,Threat Aware,negative,medium,10,0.5868718,5.281846,0.018307159
gaming_80_8,16,Emotionally Balanced,balanced,medium,10,0.02672461,0.24052149,8.095516e-05
gaming_80_8,17,Empathy Driven,balanced,medium,10,0.47483316,4.2734985,0.0074032727
gaming_80_8,18,Socially Sensitive,balanced,medium,10,0.33313906,2.9982514,0.01703445
gaming_80_8,19,Cautious Processor,balanced,medium,10,0.011545386,0.10390848,8.367549e-06
gaming_83_9,0,Stoic Regulator,suppressive,low,10,0.0898141,0.80832684,0.00046407327
gaming_83_9,1,Calm Reflective,suppressive,low,10,0.21091431,1.8982288,0.0049753306
gaming_83_9,2,Detached Observer,suppressive,low,10,0.07702405,0.69321644,0.0012915892
gaming_83_9,3,Rational Analyzer,suppressive,low,10,0.09868114,0.88813025,0.00088857557
gaming_83_9,4,Emotionally Volatile,reactive,high,10,0.5030614,4.5275526,0.026203163
gaming_83_9,5,Highly Sensitive,reactive,high,10,0.5229976,4.7069783,0.009431494
gaming_83_9,6,Easily Overwhelmed,reactive,high,10,0.33941698,3.0547528,0.033299964
gaming_83_9,7,Impulsive Reactor,reactive,high,10,0.48953146,4.405783,0.011261738
gaming_83_9,8,Optimistic Interpreter,positive,medium,10,0.9252832,8.327549,0.09344497
gaming_83_9,9,Gratitude Focused,positive,medium,10,0.48665842,4.3799257,0.011503976
gaming_83_9,10,Hope Oriented,positive,medium,10,0.8457482,7.611734,0.066083975
gaming_83_9,11,Reward Seeker,positive,medium,10,0.16089429,1.4480486,0.0026664548
gaming_83_9,12,Negative Anticipator,negative,medium,10,0.6619475,5.957527,0.03004799
gaming_83_9,13,Critical Evaluator,negative,medium,10,0.38211742,3.4390569,0.008390748
gaming_83_9,14,Self Demanding,negative,medium,10,0.2836457,2.5528111,0.007143604
gaming_83_9,15,Threat Aware,negative,medium,10,0.58610564,5.274951,0.018359955
gaming_83_9,16,Emotionally Balanced,balanced,medium,10,0.02667898,0.24011081,8.114576e-05
gaming_83_9,17,Empathy Driven,balanced,medium,10,0.47556195,4.2800574,0.007276034
gaming_83_9,18,Socially Sensitive,balanced,medium,10,0.32632068,2.936886,0.015190439
gaming_83_9,19,Cautious Processor,balanced,medium,10,0.0128790885,0.1159118,2.2536504e-05
gaming_8_8,0,Stoic Regulator,suppressive,low,8,0.102498606,0.71749026,0.0003000438
gaming_8_8,1,Calm Reflective,suppressive,low,8,0.23873508,1.6711456,0.0029105574
gaming_8_8,2,Detached Observer,suppressive,low,8,0.08598184,0.60187286,0.0012818241
gaming_8_8,3,Rational Analyzer,suppressive,low,8,0.11134157,0.779391,0.0007676864
gaming_8_8,4,Emotionally Volatile,reactive,high,8,0.56678134,3.9674692,0.016460689
gaming_8_8,5,Highly Sensitive,reactive,high,8,0.5656041,3.9592285,0.0074104094
gaming_8_8,6,Easily Overwhelmed,reactive,high,8,0.38849235,2.7194464,0.030007392
gaming_8_8,7,Impulsive Reactor,reactive,high,8,0.5391436,3.7740052,0.0057988768
gaming_8_8,8,Optimistic Interpreter,positive,medium,8,1.0378546,7.2649817,0.071108736
gaming_8_8,9,Gratitude Focused,positive,medium,8,0.54000807,3.7800565,0.007807771
gaming_8_8,10,Hope Oriented,positive,medium,8,0.9504117,6.6528816,0.05084573
gaming_8_8,11,Reward Seeker,positive,medium,8,0.18363674,1.2854571,0.0026869008
gaming_8_8,12,Negative Anticipator,negative,medium,8,0.7388131,5.171692,0.021707488
gaming_8_8,13,Critical Evaluator,negative,medium,8,0.42636037,2.9845226,0.0060464963
gaming_8_8,14,Self Demanding,negative,medium,8,0.32088014,2.246161,0.0063379398
gaming_8_8,15,Threat Aware,negative,medium,8,0.65167254,4.561708,0.012418295
gaming_8_8,16,Emotionally Balanced,balanced,medium,8,0.032732822,0.22912975,0.00012849992
