persona_name,persona_group,persona_volatility,step_drift,var_drift,total_distance,alpha_p
Cautious Processor,balanced,medium,0.20294292,0.005338578,1.8264863,0.92540973
Stoic Regulator,suppressive,low,0.15675735,0.003117296,1.4108162,0.9513876
Calm Reflective,suppressive,low,0.16737957,0.0036103278,1.5064162,0.9417706
Detached Observer,suppressive,low,0.12774476,0.0020430577,1.1497029,0.9663441
Rational Analyzer,suppressive,low,0.096719414,0.0011854668,0.8704747,0.97745186
Emotionally Volatile,reactive,high,0.06842771,0.00038439938,0.6158494,0.110290706
Highly Sensitive,reactive,high,0.23978516,0.006679126,2.1580665,0.43941545
Easily Overwhelmed,reactive,high,0.02626363,2.0578718e-05,0.23637266,0.026550476
Impulsive Reactor,reactive,high,0.23049505,0.0061811665,2.0744555,0.4433067
Optimistic Interpreter,positive,medium,0.12564176,0.0020461013,1.1307759,0.9865302
Gratitude Focused,positive,medium,0.26787388,0.0093373265,2.410865,0.8955416
Hope Oriented,positive,medium,0.19659573,0.0048162853,1.7693615,0.96155053
Reward Seeker,positive,medium,0.3551177,0.016199391,3.1960595,0.7574722
Negative Anticipator,negative,medium,0.13680893,0.0024273666,1.2312803,0.98216563
Critical Evaluator,negative,medium,0.312709,0.012762098,2.8143811,0.8635934
Self Demanding,negative,medium,0.33447352,0.014522859,3.0102618,0.8129467
Threat Aware,negative,medium,0.15909983,0.0032492797,1.4318985,0.97436404
Emotionally Balanced,balanced,medium,0.16312495,0.0033441056,1.4681245,0.9524554
Empathy Driven,balanced,medium,0.34874386,0.015327148,3.1386948,0.6808769
Socially Sensitive,balanced,medium,0.28540447,0.010629004,2.5686402,0.8621408
Cautious Processor,balanced,medium,0.20265871,0.005332645,1.8239284,0.92540973
Stoic Regulator,suppressive,low,0.1575358,0.0031485364,1.4178222,0.9513876
Calm Reflective,suppressive,low,0.16829368,0.0036495416,1.5146432,0.9417706
Detached Observer,suppressive,low,0.12829265,0.002061189,1.1546339,0.9663441
Rational Analyzer,suppressive,low,0.09708964,0.0011949267,0.8738068,0.97745186
Emotionally Volatile,reactive,high,0.07343571,0.00045601302,0.6609214,0.110290706
Highly Sensitive,reactive,high,0.24363405,0.0069226874,2.1927063,0.43941545
Easily Overwhelmed,reactive,high,0.03005295,3.975979e-05,0.27047655,0.026550476
Impulsive Reactor,reactive,high,0.23431042,0.0064131287,2.1087937,0.4433067
Optimistic Interpreter,positive,medium,0.12585123,0.0020536927,1.1326611,0.9865302
Gratitude Focused,positive,medium,0.26947114,0.009446116,2.4252403,0.8955416
Hope Oriented,positive,medium,0.19726087,0.004850823,1.7753478,0.96155053
Reward Seeker,positive,medium,0.3582087,0.016463047,3.2238781,0.7574722
Negative Anticipator,negative,medium,0.13710254,0.0024386563,1.233923,0.98216563
Critical Evaluator,negative,medium,0.31471747,0.012920886,2.8324573,0.8635934
Self Demanding,negative,medium,0.33702987,0.014734471,3.033269,0.8129467
Threat Aware,negative,medium,0.15953901,0.0032683806,1.4358511,0.97436404
Emotionally Balanced,balanced,medium,0.1638946,0.0033762087,1.4750514,0.9524554
Empathy Driven,balanced,medium,0.35248184,0.015624782,3.1723366,0.6808769
Socially Sensitive,balanced,medium,0.2874023,0.010772813,2.5866208,0.8621408
Cautious Processor,balanced,medium,0.20381485,0.0053926483,1.8343337,0.92540973
Stoic Regulator,suppressive,low,0.15968063,0.0026130527,1.2774451,0.9513876
Calm Reflective,suppressive,low,0.17101151,0.0030397996,1.3680921,0.9417706
Detached Observer,suppressive,low,0.13022691,0.0017245114,1.0418153,0.9663441
Rational Analyzer,suppressive,low,0.099070124,0.0010103195,0.792561,0.97745186
Emotionally Volatile,reactive,high,0.075705975,0.00046679212,0.6056478,0.110290706
Highly Sensitive,reactive,high,0.27085242,0.007291887,2.1668193,0.43941545
Easily Overwhelmed,reactive,high,0.025725009,3.3300894e-05,0.20580007,0.026550476
Impulsive Reactor,reactive,high,0.26035672,0.0067475955,2.0828538,0.4433067
Optimistic Interpreter,positive,medium,0.12749358,0.0017008253,1.0199486,0.9865302
Gratitude Focused,positive,medium,0.27958518,0.008211965,2.2366815,0.8955416
Hope Oriented,positive,medium,0.20352268,0.0042169294,1.6281815,0.96155053
Reward Seeker,positive,medium,0.3889767,0.015836237,3.1118135,0.7574722
Negative Anticipator,negative,medium,0.14050116,0.0020682695,1.1240093,0.98216563
Critical Evaluator,negative,medium,0.3308338,0.011552829,2.6466703,0.8635934
Self Demanding,negative,medium,0.3604815,0.01368486,2.883852,0.8129467
Threat Aware,negative,medium,0.1648578,0.002831152,1.3188624,0.97436404
Emotionally Balanced,balanced,medium,0.16635369,0.0028134144,1.3308295,0.9524554
Empathy Driven,balanced,medium,0.38820708,0.015602828,3.1056566,0.6808769
Socially Sensitive,balanced,medium,0.3021748,0.009639356,2.4173985,0.8621408
Cautious Processor,balanced,medium,0.20863467,0.0045589097,1.6690774,0.92540973
Stoic Regulator,suppressive,low,0.15740386,0.003142789,1.4166347,0.9513876
Calm Reflective,suppressive,low,0.16816658,0.0036438424,1.5134993,0.9417706
Detached Observer,suppressive,low,0.12817065,0.0020566145,1.1535358,0.9663441
Rational Analyzer,suppressive,low,0.09699331,0.0011920728,0.8729398,0.97745186
Emotionally Volatile,reactive,high,0.06780219,0.00043604974,0.6102197,0.110290706
Highly Sensitive,reactive,high,0.24234033,0.006875856,2.181063,0.43941545
Easily Overwhelmed,reactive,high,0.023669265,3.301299e-05,0.21302338,0.026550476
Impulsive Reactor,reactive,high,0.23304036,0.0063689128,2.0973632,0.4433067
Optimistic Interpreter,positive,medium,0.12574665,0.002049263,1.1317198,0.9865302
Gratitude Focused,positive,medium,0.26929417,0.009435014,2.4236476,0.8955416
Hope Oriented,positive,medium,0.19708353,0.004839982,1.7737519,0.96155053
Reward Seeker,positive,medium,0.3578485,0.016441738,3.2206364,0.7574722
Negative Anticipator,negative,medium,0.1369847,0.002433261,1.2328624,0.98216563
Critical Evaluator,negative,medium,0.31451553,0.012907496,2.8306398,0.8635934
Self Demanding,negative,medium,0.33677453,0.014719087,3.0309708,0.8129467
Threat Aware,negative,medium,0.15939721,0.0032610137,1.434575,0.97436404
Emotionally Balanced,balanced,medium,0.1637524,0.003369682,1.4737717,0.9524554
Empathy Driven,balanced,medium,0.35192916,0.015593359,3.1673625,0.6808769
Socially Sensitive,balanced,medium,0.28721595,0.010761977,2.5849435,0.8621408
Cautious Processor,balanced,medium,0.20367447,0.005385355,1.8330702,0.92540973
Stoic Regulator,suppressive,low,0.15730989,0.0031399964,1.415789,0.9513876
Calm Reflective,suppressive,low,0.16804491,0.0036398843,1.5124042,0.9417706
Detached Observer,suppressive,low,0.12811583,0.0020554056,1.1530426,0.9663441
Rational Analyzer,suppressive,low,0.09696146,0.0011916042,0.8726531,0.97745186
Emotionally Volatile,reactive,high,0.06678922,0.00042109782,0.60110295,0.110290706
Highly Sensitive,reactive,high,0.2418764,0.006837923,2.1768875,0.43941545
Easily Overwhelmed,reactive,high,0.022427585,2.8474878e-05,0.20184827,0.026550476
Impulsive Reactor,reactive,high,0.23254588,0.0063325074,2.092913,0.4433067
Optimistic Interpreter,positive,medium,0.12574217,0.0020494228,1.1316795,0.9865302
Gratitude Focused,positive,medium,0.26904958,0.009421373,2.4214463,0.8955416
Hope Oriented,positive,medium,0.19702785,0.004838162,1.7732506,0.96155053
Reward Seeker,positive,medium,0.35725707,0.016401159,3.2153137,0.7574722
Negative Anticipator,negative,medium,0.13697153,0.002433185,1.2327439,0.98216563
Critical Evaluator,negative,medium,0.31418273,0.012885713,2.8276446,0.8635934
Self Demanding,negative,medium,0.33631018,0.014687718,3.0267916,0.8129467
Threat Aware,negative,medium,0.15936823,0.0032604006,1.4343141,0.97436404
Emotionally Balanced,balanced,medium,0.16366372,0.0033669611,1.4729735,0.9524554
Empathy Driven,balanced,medium,0.3511806,0.015547165,3.1606255,0.6808769
Socially Sensitive,balanced,medium,0.28687635,0.010742174,2.5818872,0.8621408
Cautious Processor,balanced,medium,0.20350927,0.005378649,1.8315835,0.92540973
Stoic Regulator,suppressive,low,0.15727824,0.00313803,1.4155041,0.9513876
Calm Reflective,suppressive,low,0.16797547,0.0036358833,1.5117792,0.9417706
Detached Observer,suppressive,low,0.12812248,0.0020553088,1.1531023,0.9663441
Rational Analyzer,suppressive,low,0.09697762,0.0011919112,0.87279856,0.97745186
Emotionally Volatile,reactive,high,0.06752521,0.0004160958,0.6077269,0.110290706
Highly Sensitive,reactive,high,0.24177133,0.006793321,2.175942,0.43941545
Easily Overwhelmed,reactive,high,0.024727423,2.7784208e-05,0.2225468,0.026550476
Impulsive Reactor,reactive,high,0.23243189,0.0062887985,2.091887,0.4433067
Optimistic Interpreter,positive,medium,0.12581836,0.0020520308,1.1323652,0.9865302
Gratitude Focused,positive,medium,0.2688581,0.009405002,2.419723,0.8955416
Hope Oriented,positive,medium,0.19706482,0.0048397863,1.7735833,0.96155053
Reward Seeker,positive,medium,0.3567166,0.016341262,3.2104495,0.7574722
Negative Anticipator,negative,medium,0.13703606,0.0024356414,1.2333245,0.98216563
Critical Evaluator,negative,medium,0.3138937,0.012857282,2.8250434,0.8635934
Self Demanding,negative,medium,0.33587274,0.014642074,3.0228546,0.8129467
Threat Aware,negative,medium,0.15941817,0.003262584,1.4347636,0.97436404
Emotionally Balanced,balanced,medium,0.16364495,0.0033655306,1.4728045,0.9524554
Empathy Driven,balanced,medium,0.35056317,0.015479775,3.1550686,0.6808769
Socially Sensitive,balanced,medium,0.2865588,0.010713817,2.5790293,0.8621408
Cautious Processor,balanced,medium,0.2033944,0.005371007,1.8305496,0.92540973
Stoic Regulator,suppressive,low,0.16004246,0.0026238852,1.2803397,0.9513876
Calm Reflective,suppressive,low,0.17146508,0.0030545753,1.3717207,0.9417706
Detached Observer,suppressive,low,0.13044956,0.0017297692,1.0435965,0.9663441
Rational Analyzer,suppressive,low,0.09920768,0.0010127536,0.7936614,0.97745186
Emotionally Volatile,reactive,high,0.07411043,0.0004984173,0.59288347,0.110290706
Highly Sensitive,reactive,high,0.27403125,0.007406582,2.19225,0.43941545
Easily Overwhelmed,reactive,high,0.027835771,4.3449494e-05,0.22268617,0.026550476
Impulsive Reactor,reactive,high,0.26355442,0.0068584047,2.1084354,0.4433067
Optimistic Interpreter,positive,medium,0.12757319,0.0017025816,1.0205855,0.9865302
Gratitude Focused,positive,medium,0.28044096,0.0082577,2.2435277,0.8955416
Hope Oriented,positive,medium,0.2037577,0.0042251907,1.6300616,0.96155053
Reward Seeker,positive,medium,0.3908998,0.015968869,3.1271985,0.7574722
Negative Anticipator,negative,medium,0.14060244,0.0020707473,1.1248195,0.98216563
Critical Evaluator,negative,medium,0.33196765,0.011623876,2.6557412,0.8635934
Self Demanding,negative,medium,0.36202493,0.013787357,2.8961995,0.8129467
Threat Aware,negative,medium,0.16500211,0.0028352821,1.3200169,0.97436404
Emotionally Balanced,balanced,medium,0.16669819,0.0028240366,1.3335855,0.9524554
Empathy Driven,balanced,medium,0.3905714,0.01575455,3.124571,0.6808769
Socially Sensitive,balanced,medium,0.3033343,0.009705437,2.4266744,0.8621408
Cautious Processor,balanced,medium,0.20923221,0.0045827813,1.6738577,0.92540973
Stoic Regulator,suppressive,low,0.16238761,0.002129483,1.1367133,0.9513876
Calm Reflective,suppressive,low,0.17424102,0.0024809977,1.2196871,0.9417706
Detached Observer,suppressive,low,0.13292798,0.0014229884,0.9304959,0.9663441
Rational Analyzer,suppressive,low,0.10163909,0.00084111956,0.71147364,0.97745186
Emotionally Volatile,reactive,high,0.0899803,0.00054979837,0.62986207,0.110290706
Highly Sensitive,reactive,high,0.31052074,0.007881231,2.1736453,0.43941545
Easily Overwhelmed,reactive,high,0.033459798,4.8223843e-05,0.23421858,0.026550476
Impulsive Reactor,reactive,high,0.29854605,0.007290831,2.0898223,0.4433067
Optimistic Interpreter,positive,medium,0.1293117,0.0013763078,0.9051818,0.9865302
Gratitude Focused,positive,medium,0.2910619,0.0069980924,2.0374334,0.8955416
Hope Oriented,positive,medium,0.21152528,0.0036230795,1.4806769,0.96155053
Reward Seeker,positive,medium,0.42657605,0.015092166,2.9860322,0.7574722
Negative Anticipator,negative,medium,0.14423501,0.0017150316,1.0096451,0.98216563
Critical Evaluator,negative,medium,0.3493277,0.010143541,2.445294,0.8635934
Self Demanding,negative,medium,0.388235,0.012532381,2.717645,0.8129467
Threat Aware,negative,medium,0.17108898,0.0024073718,1.1976229,0.97436404
Emotionally Balanced,balanced,medium,0.1694965,0.002305588,1.1864755,0.9524554
Empathy Driven,balanced,medium,0.43392673,0.0155593455,3.037487,0.6808769
Socially Sensitive,balanced,medium,0.3192758,0.00847762,2.2349305,0.8621408
Cautious Processor,balanced,medium,0.21416394,0.0037750683,1.4991477,0.92540973
Stoic Regulator,suppressive,low,0.162034,0.00211746,1.134238,0.9513876
Calm Reflective,suppressive,low,0.1738272,0.00246575,1.2167904,0.9417706
Detached Observer,suppressive,low,0.13267763,0.0014160894,0.9287434,0.9663441
Rational Analyzer,suppressive,low,0.10146404,0.0008374118,0.7102483,0.97745186
Emotionally Volatile,reactive,high,0.08347342,0.0004943777,0.5843139,0.110290706
Highly Sensitive,reactive,high,0.30831856,0.0077213733,2.1582298,0.43941545
Easily Overwhelmed,reactive,high,0.032389943,3.2152337e-05,0.2267296,0.026550476
Impulsive Reactor,reactive,high,0.29632917,0.0071363337,2.074304,0.4433067
Optimistic Interpreter,positive,medium,0.12917033,0.0013724237,0.90419227,0.9865302
Gratitude Focused,positive,medium,0.290407,0.0069560437,2.032849,0.8955416
Hope Oriented,positive,medium,0.21125124,0.0036108152,1.4787587,0.96155053
Reward Seeker,positive,medium,0.42536312,0.014970473,2.977542,0.7574722
Negative Anticipator,negative,medium,0.14407098,0.0017099591,1.0084969,0.98216563
Critical Evaluator,negative,medium,0.34852228,0.010080349,2.439656,0.8635934
Self Demanding,negative,medium,0.3872064,0.012441188,2.710445,0.8129467
Threat Aware,negative,medium,0.17088477,0.0023998665,1.1961935,0.97436404
Emotionally Balanced,balanced,medium,0.16915354,0.0022934298,1.1840748,0.9524554
Empathy Driven,balanced,medium,0.43249488,0.015408145,3.0274642,0.6808769
Socially Sensitive,balanced,medium,0.31844217,0.008418581,2.2290952,0.8621408
Cautious Processor,balanced,medium,0.21365699,0.0037517594,1.4955989,0.92540973
Stoic Regulator,suppressive,low,0.15741903,0.0031463313,1.4167713,0.9513876
Calm Reflective,suppressive,low,0.16816218,0.0036472103,1.5134597,0.9417706
Detached Observer,suppressive,low,0.12820677,0.0020596613,1.1538609,0.9663441
Rational Analyzer,suppressive,low,0.097032025,0.0011940745,0.8732882,0.97745186
Emotionally Volatile,reactive,high,0.067870595,0.00041382076,0.6108354,0.110290706
Highly Sensitive,reactive,high,0.24188513,0.006802053,2.1769662,0.43941545
Easily Overwhelmed,reactive,high,0.024332624,2.7175556e-05,0.21899362,0.026550476
Impulsive Reactor,reactive,high,0.23258384,0.006298555,2.0932546,0.4433067
Optimistic Interpreter,positive,medium,0.1257763,0.002051361,1.1319867,0.9865302
Gratitude Focused,positive,medium,0.26911172,0.009433225,2.4220054,0.8955416
Hope Oriented,positive,medium,0.19711354,0.0048456155,1.7740219,0.96155053
Reward Seeker,positive,medium,0.3568132,0.016390871,3.2113187,0.7574722
Negative Anticipator,negative,medium,0.13701986,0.0024360328,1.2331787,0.98216563
Critical Evaluator,negative,medium,0.31415957,0.01289618,2.8274362,0.8635934
Self Demanding,negative,medium,0.3361087,0.01468991,3.0249784,0.8129467
Threat Aware,negative,medium,0.15943664,0.0032650246,1.4349298,0.97436404
Emotionally Balanced,balanced,medium,0.1637694,0.0033735167,1.4739245,0.9524554
Empathy Driven,balanced,medium,0.3503811,0.015520668,3.15343,0.6808769
Socially Sensitive,balanced,medium,0.2868596,0.010751797,2.5817363,0.8621408
Cautious Processor,balanced,medium,0.20362145,0.00538815,1.8325931,0.92540973
Stoic Regulator,suppressive,low,0.16244067,0.0021290355,1.1370847,0.9513876
Calm Reflective,suppressive,low,0.1743079,0.00248062,1.2201552,0.9417706
Detached Observer,suppressive,low,0.13296077,0.0014225394,0.93072534,0.9663441
Rational Analyzer,suppressive,low,0.10166006,0.0008408272,0.7116204,0.97745186
Emotionally Volatile,reactive,high,0.081704855,0.0005220559,0.571934,0.110290706
Highly Sensitive,reactive,high,0.31044844,0.0078243315,2.173139,0.43941545
Easily Overwhelmed,reactive,high,0.025289062,3.9160615e-05,0.17702344,0.026550476
Impulsive Reactor,reactive,high,0.2984805,0.0072366623,2.0893636,0.4433067
Optimistic Interpreter,positive,medium,0.12932537,0.0013759034,0.90527767,0.9865302
Gratitude Focused,positive,medium,0.29117632,0.0069960067,2.0382342,0.8955416
Hope Oriented,positive,medium,0.21155454,0.0036214,1.4808818,0.96155053
Reward Seeker,positive,medium,0.42678952,0.01507495,2.9875267,0.7574722
Negative Anticipator,negative,medium,0.14425078,0.0017144398,1.0097555,0.98216563
Critical Evaluator,negative,medium,0.34947342,0.010139047,2.4463139,0.8635934
Self Demanding,negative,medium,0.388419,0.012522909,2.718933,0.8129467
Threat Aware,negative,medium,0.17110898,0.0024063876,1.1977628,0.97436404
Emotionally Balanced,balanced,medium,0.16954614,0.0023049884,1.186823,0.9524554
Empathy Driven,balanced,medium,0.43414405,0.015529262,3.0390084,0.6808769
Socially Sensitive,balanced,medium,0.3194227,0.008473493,2.2359588,0.8621408
Cautious Processor,balanced,medium,0.21424928,0.003774376,1.499745,0.92540973
Stoic Regulator,suppressive,low,0.15982088,0.0026157424,1.2785671,0.9513876
Calm Reflective,suppressive,low,0.17116658,0.003042745,1.3693327,0.9417706
Detached Observer,suppressive,low,0.1303316,0.0017262454,1.0426528,0.9663441
Rational Analyzer,suppressive,low,0.09914477,0.0010113162,0.7931582,0.97745186
Emotionally Volatile,reactive,high,0.07643469,0.0004666304,0.6114775,0.110290706
Highly Sensitive,reactive,high,0.27177438,0.0072797094,2.174195,0.43941545
Easily Overwhelmed,reactive,high,0.027966533,3.3926484e-05,0.22373226,0.026550476
Impulsive Reactor,reactive,high,0.26130015,0.0067363153,2.0904012,0.4433067
Optimistic Interpreter,positive,medium,0.12759954,0.0017032379,1.0207963,0.9865302
Gratitude Focused,positive,medium,0.27980897,0.008216831,2.2384717,0.8955416
Hope Oriented,positive,medium,0.20364222,0.0042199437,1.6291378,0.96155053
Reward Seeker,positive,medium,0.3893532,0.015831713,3.1148255,0.7574722
Negative Anticipator,negative,medium,0.14060366,0.0020707108,1.1248293,0.98216563
Critical Evaluator,negative,medium,0.33109254,0.0115568135,2.6487403,0.8635934
Self Demanding,negative,medium,0.36079165,0.013684917,2.8863332,0.8129467
Threat Aware,negative,medium,0.16495924,0.002833657,1.3196739,0.97436404
Emotionally Balanced,balanced,medium,0.16649272,0.002816237,1.3319417,0.9524554
Empathy Driven,balanced,medium,0.38869756,0.015592344,3.1095805,0.6808769
Socially Sensitive,balanced,medium,0.30242917,0.009642077,2.4194334,0.8621408
Cautious Processor,balanced,medium,0.20881674,0.0045626718,1.6705339,0.92540973
Stoic Regulator,suppressive,low,0.16264854,0.0021338388,1.1385398,0.9513876
Calm Reflective,suppressive,low,0.17453659,0.0024861218,1.2217561,0.9417706
Detached Observer,suppressive,low,0.13312078,0.0014257516,0.9318454,0.9663441
Rational Analyzer,suppressive,low,0.101776056,0.00084267335,0.7124324,0.97745186
Emotionally Volatile,reactive,high,0.08385237,0.00050951337,0.58696663,0.110290706
Highly Sensitive,reactive,high,0.30924958,0.0077812574,2.164747,0.43941545
Easily Overwhelmed,reactive,high,0.027784755,3.5618596e-05,0.1944933,0.026550476
Impulsive Reactor,reactive,high,0.2972866,0.007195048,2.0810063,0.4433067
Optimistic Interpreter,positive,medium,0.12941436,0.0013778063,0.9059006,0.9865302
Gratitude Focused,positive,medium,0.29144794,0.0070063164,2.0401356,0.8955416
Hope Oriented,positive,medium,0.21173903,0.0036278297,1.4821732,0.96155053
Reward Seeker,positive,medium,0.42671183,0.015067265,2.9869828,0.7574722
Negative Anticipator,negative,medium,0.14435847,0.0017170232,1.0105093,0.98216563
Critical Evaluator,negative,medium,0.34971407,0.010149401,2.4479985,0.8635934
Self Demanding,negative,medium,0.38853475,0.012526792,2.7197433,0.8129467
Threat Aware,negative,medium,0.17124736,0.0024103404,1.1987315,0.97436404
Emotionally Balanced,balanced,medium,0.16975224,0.0023100532,1.1882657,0.9524554
Empathy Driven,balanced,medium,0.43375376,0.015503615,3.0362763,0.6808769
Socially Sensitive,balanced,medium,0.31965524,0.008482616,2.2375867,0.8621408
Cautious Processor,balanced,medium,0.21450508,0.0037817936,1.5015355,0.92540973
Stoic Regulator,suppressive,low,0.1571747,0.0031333216,1.4145724,0.9513876
Calm Reflective,suppressive,low,0.16789195,0.0036315685,1.5110276,0.9417706
Detached Observer,suppressive,low,0.12801665,0.0020516962,1.1521499,0.9663441
Rational Analyzer,suppressive,low,0.09689182,0.0011896725,0.8720264,0.97745186
Emotionally Volatile,reactive,high,0.06982025,0.0004301128,0.6283822,0.110290706
Highly Sensitive,reactive,high,0.24186786,0.0068327487,2.1768107,0.43941545
Easily Overwhelmed,reactive,high,0.025734415,3.1770756e-05,0.23160973,0.026550476
Impulsive Reactor,reactive,high,0.23252821,0.006326481,2.092754,0.4433067
Optimistic Interpreter,positive,medium,0.12567091,0.002046688,1.1310382,0.9865302
Gratitude Focused,positive,medium,0.26882705,0.009402126,2.4194434,0.8955416
Hope Oriented,positive,medium,0.19691616,0.0048325593,1.7722455,0.96155053
Reward Seeker,positive,medium,0.3569567,0.016368251,3.2126102,0.7574722
Negative Anticipator,negative,medium,0.1368974,0.0024301815,1.2320766,0.98216563
Critical Evaluator,negative,medium,0.31392664,0.012860331,2.8253398,0.8635934
Self Demanding,negative,medium,0.33601725,0.0146572385,3.0241554,0.8129467
Threat Aware,negative,medium,0.15928398,0.0032567345,1.4335558,0.97436404
Emotionally Balanced,balanced,medium,0.16353136,0.0033603224,1.4717823,0.9524554
Empathy Driven,balanced,medium,0.35091594,0.015517732,3.1582434,0.6808769
Socially Sensitive,balanced,medium,0.28661355,0.010718374,2.579522,0.8621408
Cautious Processor,balanced,medium,0.20332795,0.0053666597,1.8299516,0.92540973
Stoic Regulator,suppressive,low,0.15725145,0.0031347303,1.415263,0.9513876
Calm Reflective,suppressive,low,0.16799371,0.0036335385,1.5119433,0.9417706
Detached Observer,suppressive,low,0.12805972,0.0020521814,1.1525375,0.9663441
Rational Analyzer,suppressive,low,0.09691927,0.0011898977,0.87227345,0.97745186
Emotionally Volatile,reactive,high,0.07319027,0.00042799528,0.65871245,0.110290706
Highly Sensitive,reactive,high,0.24100097,0.0067937383,2.1690087,0.43941545
Easily Overwhelmed,reactive,high,0.031879622,3.2679807e-05,0.2869166,0.026550476
Impulsive Reactor,reactive,high,0.23171523,0.006290671,2.085437,0.4433067
Optimistic Interpreter,positive,medium,0.1256835,0.0020474344,1.1311516,0.9865302
Gratitude Focused,positive,medium,0.2689342,0.009401469,2.4204078,0.8955416
Hope Oriented,positive,medium,0.19692193,0.004831132,1.7722974,0.96155053
Reward Seeker,positive,medium,0.3569897,0.016339645,3.2129073,0.7574722
Negative Anticipator,negative,medium,0.13690637,0.0024305582,1.2321573,0.98216563
Critical Evaluator,negative,medium,0.31402943,0.012854614,2.8262649,0.8635934
Self Demanding,negative,medium,0.33611333,0.014642492,3.02502,0.8129467
Threat Aware,negative,medium,0.15928899,0.0032563396,1.4336009,0.97436404
Emotionally Balanced,balanced,medium,0.16359504,0.0033613627,1.4723554,0.9524554
Empathy Driven,balanced,medium,0.35084346,0.015473648,3.157591,0.6808769
Socially Sensitive,balanced,medium,0.2867538,0.010714881,2.5807843,0.8621408
Cautious Processor,balanced,medium,0.20344397,0.00536866,1.8309958,0.92540973
Stoic Regulator,suppressive,low,0.15709297,0.0031280378,1.4138367,0.9513876
Calm Reflective,suppressive,low,0.16782194,0.0036259298,1.5103976,0.9417706
Detached Observer,suppressive,low,0.12793332,0.0020478233,1.1514,0.9663441
Rational Analyzer,suppressive,low,0.096823424,0.0011873543,0.87141085,0.97745186
Emotionally Volatile,reactive,high,0.0676271,0.00042404275,0.6086439,0.110290706
Highly Sensitive,reactive,high,0.24221921,0.0068253335,2.179973,0.43941545
Easily Overwhelmed,reactive,high,0.023385182,2.9949699e-05,0.21046664,0.026550476
Impulsive Reactor,reactive,high,0.23290528,0.006319591,2.0961475,0.4433067
Optimistic Interpreter,positive,medium,0.12559056,0.0020437078,1.1303151,0.9865302
Gratitude Focused,positive,medium,0.26882195,0.009392916,2.4193976,0.8955416
Hope Oriented,positive,medium,0.19681214,0.0048248894,1.7713093,0.96155053
Reward Seeker,positive,medium,0.35733905,0.016365245,3.2160516,0.7574722
Negative Anticipator,negative,medium,0.1368131,0.0024265223,1.2313179,0.98216563
Critical Evaluator,negative,medium,0.3139981,0.012851208,2.8259828,0.8635934
Self Demanding,negative,medium,0.33623776,0.014651327,3.0261397,0.8129467
Threat Aware,negative,medium,0.15919119,0.0032516217,1.4327207,0.97436404
Emotionally Balanced,balanced,medium,0.16344428,0.0033546314,1.4709985,0.9524554
Empathy Driven,balanced,medium,0.35150445,0.015516305,3.1635401,0.6808769
Socially Sensitive,balanced,medium,0.28669897,0.010710603,2.5802908,0.8621408
Cautious Processor,balanced,medium,0.20327462,0.0053595486,1.8294716,0.92540973
Stoic Regulator,suppressive,low,0.15978998,0.0026146001,1.2783198,0.9513876
Calm Reflective,suppressive,low,0.17116037,0.00304242,1.369283,0.9417706
Detached Observer,suppressive,low,0.13028269,0.0017248516,1.0422615,0.9663441
Rational Analyzer,suppressive,low,0.0990985,0.0010102886,0.792788,0.97745186
Emotionally Volatile,reactive,high,0.07200433,0.00047995622,0.57603467,0.110290706
Highly Sensitive,reactive,high,0.27249393,0.007327386,2.1799514,0.43941545
Easily Overwhelmed,reactive,high,0.023152186,3.7443417e-05,0.18521748,0.026550476
Impulsive Reactor,reactive,high,0.26202,0.006781998,2.09616,0.4433067
Optimistic Interpreter,positive,medium,0.12749082,0.0017001325,1.0199265,0.9865302
Gratitude Focused,positive,medium,0.27990675,0.00822259,2.239254,0.8955416
Hope Oriented,positive,medium,0.20357049,0.0042167665,1.6285639,0.96155053
Reward Seeker,positive,medium,0.38985866,0.01587589,3.1188693,0.7574722
Negative Anticipator,negative,medium,0.14050524,0.0020675594,1.1240419,0.98216563
Critical Evaluator,negative,medium,0.331289,0.011571083,2.650312,0.8635934
Self Demanding,negative,medium,0.36115187,0.013714097,2.889215,0.8129467
Threat Aware,negative,medium,0.16487592,0.0028305019,1.3190074,0.97436404
Emotionally Balanced,balanced,medium,0.16645312,0.0028147406,1.331625,0.9524554
Empathy Driven,balanced,medium,0.38935375,0.015649129,3.11483,0.6808769
Socially Sensitive,balanced,medium,0.302647,0.0096567925,2.421176,0.8621408
Cautious Processor,balanced,medium,0.20884353,0.0045637568,1.6707482,0.92540973
Stoic Regulator,suppressive,low,0.15994036,0.002620199,1.2795229,0.9513876
Calm Reflective,suppressive,low,0.17132455,0.0030491701,1.3705964,0.9417706
Detached Observer,suppressive,low,0.13039714,0.0017282099,1.0431771,0.9663441
Rational Analyzer,suppressive,low,0.099179894,0.0010121157,0.79343915,0.97745186
Emotionally Volatile,reactive,high,0.0797863,0.00048604666,0.6382904,0.110290706
Highly Sensitive,reactive,high,0.2743718,0.007355811,2.1949744,0.43941545
Easily Overwhelmed,reactive,high,0.031949796,3.9919614e-05,0.25559837,0.026550476
Impulsive Reactor,reactive,high,0.26382637,0.00680918,2.110611,0.4433067
Optimistic Interpreter,positive,medium,0.1275867,0.0017028697,1.0206935,0.9865302
Gratitude Focused,positive,medium,0.28015664,0.008240187,2.2412531,0.8955416
